dueling_double_reward,dueling_double_loss,dueling_double_max_q_value,dueling_double_avg_q_value,dueling_double_steps,dueling_double_clipped_reward,d3qn_per_reward,d3qn_per_loss,d3qn_per_max_q_value,d3qn_per_avg_q_value,d3qn_per_steps,d3qn_per_clipped_reward
-19.0,1.151044596452266,0.0003720368258655,-0.512537135033432,1299,-1,-20.0,0.657195434672758,0.6492108106613159,-0.39128785814606726,1092,-1
-19.0,1.160014329245314,-0.0107458923012018,-0.5606703602243207,1261,-1,-20.0,0.6675967002520338,0.7219046354293823,-0.3704695842110013,1007,-1
-20.0,1.0578161890152842,-0.0309590622782707,-0.5828660528435082,1141,-1,-21.0,0.5221138119813986,0.5483421087265015,-0.5581361686237031,808,-1
-18.0,1.3395823346218094,-0.0158229991793632,-0.5693973188123584,1438,-1,-19.0,0.7455451090936549,0.8203456401824951,-0.3412110529594645,1056,-1
-21.0,1.0244769452838227,-0.0273853987455368,-0.6270686543001878,1167,-1,-19.0,0.7597030765609816,0.8933435082435608,-0.3296757630963009,1034,-1
-17.0,1.1406890294747427,0.182795763015747,-0.5866438482323564,1270,-1,-20.0,0.958753964281641,1.065185785293579,-0.3555055050271228,1082,-1
-18.0,1.4041070346720517,-0.0325511954724788,-0.5179650798756644,1542,-1,-19.0,1.1194613579427823,0.9470808506011963,-0.38672967197698593,1185,-1
-15.0,1.4773383899591863,0.1459184437990188,-0.5440059130351061,1577,-1,-18.0,1.3158901885617524,0.6514870524406433,-0.31524690890218166,1327,-1
-18.0,1.4269684758037329,0.2821002006530761,-0.543628929901647,1507,-1,-20.0,1.2975723346462473,0.8329700231552124,-0.3004112840028277,1126,-1
-20.0,0.8939507307950407,0.0218187570571899,-0.6493758499890884,1051,-1,-16.0,1.4079967677826062,1.140838861465454,-0.31108043227479437,1351,-1
-16.0,1.5922183466609567,0.0283499099314212,-0.564554754522434,1675,-1,-17.0,1.397911857580766,1.0282710790634155,-0.29966368593327625,1268,-1
-20.0,1.0904683439293876,-0.0328682623803615,-0.5811738013277947,1197,-1,-19.0,1.5139874300220981,0.9348922967910767,-0.3131879358591763,1324,-1
-19.0,1.340842854231596,0.0163184329867362,-0.6055076789256749,1466,-1,-18.0,1.6037737356964499,1.4544250965118408,-0.25252073694324595,1189,-1
-17.0,1.4628972738282755,0.4213933646678924,-0.5667006687111618,1492,-1,-18.0,1.5484732063487172,1.2305541038513184,-0.30057182127722726,1135,-1
-19.0,1.1769647201290354,0.0867699906229972,-0.6356869120568207,1174,-1,-16.0,1.8469116287305951,0.9168592691421509,-0.28039031033883705,1371,-1
-18.0,1.4543498522834852,0.1425008028745651,-0.6086917340943814,1381,-1,-17.0,1.746510215336457,1.3485767841339111,-0.31725225655795936,1298,-1
-16.0,1.5390945244580507,0.1151581108570098,-0.5974852680934204,1539,-1,-18.0,1.8831323548220098,1.3085225820541382,-0.30690678816765915,1344,-1
-17.0,1.824125062674284,0.3039530217647552,-0.5910419025911178,1734,-1,-15.0,2.184569690609351,1.1021058559417725,-0.2580901824032897,1514,-1
-16.0,2.015528643503785,0.2971064448356628,-0.6172207894127104,1871,-1,-16.0,2.0179721699096262,1.1503572463989258,-0.23105313506183198,1487,-1
-18.0,1.6583601259626448,0.3874670565128326,-0.6083863304846604,1503,-1,-17.0,2.1528743549715728,0.9859747290611267,-0.214082923945891,1527,-1
-17.0,1.800297515350394,0.3896965384483337,-0.565485987186242,1611,-1,-21.0,1.6519172235857695,0.6861090064048767,-0.3753084685852944,1170,-1
-12.0,2.121057610376738,0.3842532932758331,-0.5446516992582197,2108,-1,-13.0,2.461311794584617,1.261244773864746,-0.16573694780298626,1631,-1
-16.0,1.7801442258059978,0.3983727693557739,-0.5240030584242474,1744,-1,-16.0,2.022903419332579,1.3917694091796875,-0.17662856848587546,1316,-1
-15.0,2.2330391764407977,0.494990199804306,-0.5009952386526878,2193,-1,-16.0,2.4167978554032743,1.1783908605575562,-0.16617009399429905,1407,-1
-14.0,2.252170379273593,0.4612778723239898,-0.5082733384260562,2120,-1,-15.0,2.718349273316562,1.34618079662323,-0.15796134677129156,1559,-1
-18.0,2.003397824941203,0.3920654356479645,-0.4800640311188394,1885,-1,-11.0,3.2921089723240584,1.2971620559692383,-0.14596438504430298,1823,-1
-19.0,1.8651531387586149,0.4764509499073028,-0.4866594687346812,1751,-1,-15.0,2.7700531703885645,1.2768981456756592,-0.12843359600888477,1584,-1
-15.0,2.105747891589999,0.6123314499855042,-0.4695325637237865,2060,-1,-15.0,2.967612887499854,1.1519273519515991,-0.13031768654432066,1688,-1
-15.0,2.387380206724629,0.4219257831573486,-0.4761274273794271,2268,-1,-15.0,2.8190984074026346,1.2391157150268555,-0.1501442109315468,1760,-1
-17.0,1.9157176947919647,0.5654604434967041,-0.4596094413840631,1767,-1,-8.0,3.5055228385608643,1.5372458696365356,-0.11808882450651814,2287,-1
-17.0,2.009427970740944,0.7065057754516602,-0.4336130689430986,2017,-1,-11.0,2.9334680472966284,1.4343438148498535,-0.09514737340044319,2005,-1
-17.0,1.7679549877066163,0.516692042350769,-0.4502889320137219,1768,-1,-4.0,3.8466533317696303,1.3104690313339233,-0.07604390386979594,2744,-1
-18.0,1.5520319307688624,0.578546404838562,-0.4589885932844923,1606,-1,-9.0,3.2078252164646983,1.3597246408462524,-0.01691124187768485,2043,-1
-15.0,2.0535921584814787,0.8757352828979492,-0.3834241232516375,2100,-1,-9.0,3.952847552485764,1.3148282766342163,-0.03368362506875218,2431,-1
-10.0,2.447178062982857,0.9200880527496338,-0.3683240692329408,2605,-1,-10.0,3.716929430142045,1.5668123960494995,0.023931005622957708,2264,-1
-10.0,2.376953359576873,0.772300660610199,-0.3796922378553511,2470,-1,-13.0,3.7674565836787224,1.3428670167922974,0.000971213528224379,2332,-1
-13.0,2.064269131049514,0.8486083149909973,-0.3665814241910763,2210,-1,-9.0,3.5916366651654243,1.2854204177856445,0.03239554573863794,2451,-1
-11.0,2.178833797806874,0.9350818991661072,-0.3602266428325365,2296,-1,-15.0,2.4560609210748225,1.5117813348770142,0.05789149158881954,1867,-1
-9.0,2.314190860139206,0.922670304775238,-0.3717023186593766,2596,-1,-9.0,2.731803212314844,1.5884273052215576,0.0970527634818344,2263,-1
-16.0,1.841687001520768,0.7525813579559326,-0.3895981725483756,2200,-1,-10.0,2.775034380843863,1.561956524848938,0.14246488836933283,2317,-1
-12.0,2.0619283034466207,0.7704299688339233,-0.3813485957222636,2383,-1,-6.0,2.8326737843453884,1.5755685567855835,0.16305131613638874,2425,-1
-8.0,2.4468046308029443,0.9252131581306458,-0.3039455996504073,3034,-1,-5.0,3.2256208662874997,1.396082878112793,0.13119161590997291,2601,-1
-11.0,2.210398960276507,0.8492132425308228,-0.2737748400749331,2676,-1,2.0,3.8629250766243786,1.493540644645691,0.1347487347999548,2853,1
-10.0,2.012196763185784,0.8648540377616882,-0.233659357738595,2522,-1,1.0,4.764528080821037,1.797451138496399,0.1474865195732964,3016,1
-9.0,2.1208998777437955,0.9027288556098938,-0.2258307082871412,2665,-1,-8.0,3.7254181494936347,1.6151458024978638,0.22887380556816533,2372,-1
-6.0,2.2949367969995365,0.988588273525238,-0.2248110658523714,3031,-1,-8.0,3.866116043878719,1.678758978843689,0.28682930722069505,2445,-1
-13.0,2.148428365821019,1.026350975036621,-0.2290906601147928,2791,-1,-7.0,3.1260609549935907,1.7552330493927002,0.30532255637479266,2258,-1
-18.0,1.753298825235106,1.068822979927063,-0.2183192903100766,2246,-1,-2.0,4.186774661531672,1.72396719455719,0.26535066550737985,2978,-1
-10.0,1.656874566571787,1.0551038980484009,-0.1890888768211486,2237,-1,-3.0,3.9830365555826575,1.7814109325408936,0.32283661835648697,2953,-1
-16.0,1.6153938258066771,1.16132652759552,-0.1504948416345725,2236,-1,-2.0,3.8078738211188465,1.729041337966919,0.36531831108617174,3046,-1
-4.0,2.142513289465569,1.1269179582595823,-0.1305044866052562,3147,-1,2.0,3.664383134106174,1.7801783084869385,0.39884952846173427,2799,1
-10.0,1.8430658518336716,1.1680103540420532,-0.0841306389425339,2573,-1,4.0,3.9736364814452827,1.7585093975067139,0.45247661553890517,3009,1
-8.0,2.023365630651824,1.1787965297698977,-0.0792935193617453,2954,-1,2.0,4.456675404915586,2.020735740661621,0.4277494366487337,3300,1
-14.0,1.421451958711259,1.1701592206954956,-0.0787319190000291,2012,-1,-4.0,3.065069624222815,1.8275474309921265,0.51412580699153,2802,-1
-9.0,1.9703249934827909,1.3847942352294922,-0.0629709285852914,2804,-1,3.0,3.410241251345724,1.9018937349319458,0.5449270886560766,2942,1
-5.0,2.0631165322847664,1.515559196472168,-0.0537181252692266,2961,-1,-6.0,3.306413309648633,1.9509649276733398,0.619428074016054,2731,-1
-10.0,1.71802291914355,1.1754186153411863,-0.0665157650030686,2344,-1,7.0,3.5681576675269753,1.9173482656478882,0.6311091988313565,2792,1
-9.0,1.7571598476497456,1.2504647970199585,-0.025133060295688,2475,-1,2.0,4.225186472060159,1.95871901512146,0.6535137131111166,3303,1
-9.0,1.5604216459905729,1.3010220527648926,0.0016166250751375,2357,-1,11.0,3.2270051017403603,1.8593113422393799,0.6432643950525377,2503,1
-12.0,1.4667248870246112,1.3099709749221802,0.0311002204803893,2156,-1,5.0,4.208645399194211,2.1305525302886963,0.6801804666695337,3410,1
-12.0,1.535967169795185,1.5125988721847534,0.0424229431306754,2307,-1,1.0,3.8840024201199412,2.0653538703918457,0.7538476853300698,3437,1
-10.0,1.7115517889615148,1.3215535879135132,0.0335190544195602,2641,-1,4.0,3.1021965022664517,2.0431973934173584,0.7175269940716902,3169,1
2.0,2.322845227783546,1.5302667617797852,0.1019066604119616,3388,1,8.0,2.7333966593723744,2.033952236175537,0.8015315483548694,2844,1
-5.0,2.409519702778198,1.5562931299209597,0.0634684274154614,3321,-1,7.0,3.2488276220392436,2.0592565536499023,0.8257905834020646,3114,1
-2.0,2.158635532716289,1.4304413795471191,0.1102935091544693,3265,-1,8.0,2.877543831244111,2.0866150856018066,0.8643438425744365,2820,1
-1.0,2.32349642412737,1.434080719947815,0.1046938499725484,3511,-1,6.0,2.7213132539764047,2.0372893810272217,0.8722692273880954,3001,1
-14.0,1.8682334123877808,1.3347278833389282,0.0981620820092345,2565,-1,9.0,2.976779258111492,2.135767698287964,0.8418991748139028,3109,1
6.0,2.149310195236467,1.7370193004608154,0.221547465723026,2980,1,8.0,2.4425065701361746,2.160191297531128,0.9533001029464049,2759,1
-1.0,2.924460012116469,1.5280827283859253,0.226470302056759,4029,-1,12.0,2.317765401210636,2.2539572715759277,0.9875405908675576,2766,1
-7.0,1.9908751819748431,1.5661935806274414,0.2745425688603917,2859,-1,6.0,2.7731448393315077,2.242034673690796,0.9956412608329437,3332,1
6.0,1.9764751959592104,1.6762213706970217,0.3499912685855819,3016,1,9.0,2.3638453676830977,2.1707675457000732,0.9700486130840973,2948,1
10.0,1.907795808278024,1.611247420310974,0.3866604214409748,2832,1,8.0,2.183484242996201,2.4585840702056885,1.0059219940376074,2908,1
8.0,1.528805420617573,1.5785841941833496,0.4310443347709726,2405,1,7.0,2.231816461891867,2.3596537113189697,1.101683312952684,2679,1
12.0,1.7323742109001614,1.7981467247009275,0.3825413542846584,2716,1,9.0,1.9812978758709505,2.3173763751983643,1.1060340411005345,2617,1
12.0,1.4562520523322746,1.6340446472167969,0.4497912282860381,2324,1,13.0,1.6245860493509099,2.2765932083129883,1.1107545263749505,2150,1
16.0,1.3036248023854569,1.7494529485702517,0.5261859810902181,2146,1,18.0,1.3845315341604874,2.2657129764556885,1.046648478319309,1859,1
19.0,1.01569447258953,1.669389247894287,0.5671208108221644,1720,1,13.0,1.6337234143866226,2.3267829418182373,1.1179296474170233,2278,1
17.0,1.0375158933456987,1.6147481203079224,0.5785832459192142,1822,1,11.0,2.0933424183167517,2.37815523147583,1.1223149633748768,2937,1
16.0,1.0400224921759218,1.677273869514465,0.5791463371168424,2031,1,12.0,1.6187306254869327,2.3712875843048096,1.1808458791499488,2415,1
15.0,1.1026580486795865,1.7096813917160034,0.5814669639906126,2175,1,12.0,1.704564206302166,2.460909366607666,1.1698706842537443,2454,1
11.0,1.3075673294370065,1.6798014640808103,0.5789576937427499,2407,1,12.0,1.5460720168193802,2.4122328758239746,1.2150677150939988,2329,1
13.0,1.3204446015879512,1.689947247505188,0.5778557377164923,2456,1,10.0,1.8080032634316012,2.423661947250366,1.2170665221004946,2665,1
4.0,1.8275271388702092,1.6348848342895508,0.5433702776475254,3188,1,13.0,1.4648828246863559,2.460170269012451,1.1916646945018678,2320,1
14.0,1.2041369277867489,1.697460651397705,0.6621490313094683,2243,1,16.0,1.554515655618161,2.3708364963531494,1.1436918284006348,2249,1
12.0,1.5074660498066803,1.6299299001693726,0.6186529362719961,2948,1,14.0,1.4903231331845745,2.5158731937408447,1.2537391265834192,2152,1
19.0,0.8590763714164495,1.7058967351913452,0.81573391580375,1849,1,7.0,1.8747924604685977,2.588829278945923,1.3023833161862288,2841,1
12.0,1.1670394846005363,1.6330978870391846,0.7473351519223769,2499,1,8.0,2.1872618711786345,2.4403440952301025,1.2387382479126603,3097,1
13.0,1.0775886360788718,1.7019901275634766,0.7433624809275874,2426,1,12.0,1.4993821647949517,2.4719371795654297,1.279494560722706,2278,1
12.0,1.1800780073390342,1.6974517107009888,0.7468255349159174,2546,1,17.0,1.4306539503159001,2.6511967182159424,1.2745309636803182,2069,1
14.0,1.0399617027142083,1.7965363264083862,0.8021232104641737,2212,1,14.0,1.381183487130329,2.5844428539276123,1.2966352582137484,2206,1
18.0,0.8266391485813074,1.9184796810150144,0.9613601234218512,1889,1,18.0,1.1220223276177421,2.464273691177368,1.2748941241093636,1902,1
11.0,1.224031843303237,1.7903858423233032,0.7780538626633816,2774,1,15.0,1.3509266619803384,2.5885093212127686,1.2838988192131382,2310,1
16.0,1.0592697062529624,1.848879098892212,0.8641873612944251,2242,1,11.0,1.7028670724248514,2.4440512657165527,1.3360239345489084,2586,1
21.0,0.7303803387912922,1.7969694137573242,0.9602240083897706,1629,1,17.0,1.3333694470347837,2.597055673599243,1.4120398248733608,2044,1
8.0,1.2112437522155233,1.959439158439636,0.8390813495806078,2861,1,18.0,1.165192233514972,2.592839002609253,1.3358572505604982,1875,1
19.0,0.7538287941133603,1.9651464223861692,0.9486231042886633,1921,1,17.0,1.4408408011076972,2.3555989265441895,1.2467104180220876,2242,1
18.0,0.7140363556682132,1.9357484579086304,1.0009023276713869,1955,1,17.0,1.3706668351078406,2.484931230545044,1.3536914879166677,2022,1
20.0,0.6434338040999137,1.8452354669570925,1.026469990377445,1834,1,16.0,1.4236741057829931,2.503195285797119,1.3014809059600454,2308,1
11.0,0.8767594813252799,1.9052096605300903,0.8954447067831744,2624,1,13.0,1.6024065578822047,2.5919675827026367,1.4888697662061865,2405,1
16.0,0.8032177808345295,1.8672515153884888,0.9520548261959862,2347,1,18.0,1.095786977908574,2.4860265254974365,1.450740573479124,1966,1
9.0,0.8505227052955888,2.2572691440582275,0.9407229919877912,2655,1,13.0,1.1236633440712467,2.5888514518737793,1.5248151057398016,2194,1
15.0,1.00238741497742,2.0707602500915527,0.885015624296374,2796,1,17.0,0.9659427570877597,2.7162487506866455,1.5586145423879245,1859,1
20.0,0.6205864194780588,1.9584070444107056,1.0128650222492628,1848,1,16.0,0.9674274645512924,2.591667413711548,1.5748672370801935,1947,1
16.0,0.6425846901256591,1.9147268533706665,0.9649312511126666,2071,1,17.0,0.969832377799321,2.6514482498168945,1.527467699610096,2067,1
13.0,0.7614816047134809,2.021568775177002,0.9826775977890992,2361,1,18.0,1.0102338768774644,2.699843645095825,1.5047134455129334,2033,1
17.0,0.6467598940944299,1.9626318216323853,1.0940146473411538,2018,1,16.0,0.9511428811820224,2.681442975997925,1.553618562962821,2093,1
17.0,0.5961670071701519,1.9679057598114011,1.054026063316056,1959,1,12.0,1.333120075520128,2.706944227218628,1.5114001582840357,2490,1
11.0,0.944179707323201,2.1646299362182617,0.9703822129900246,2756,1,16.0,1.1238191546872258,2.7008323669433594,1.5411482507811876,2117,1
16.0,0.7261043742764741,2.033196449279785,1.005784113977413,2150,1,17.0,1.01777762779966,2.6770272254943848,1.5073315191994732,1986,1
18.0,0.6103138035105076,1.942848801612854,1.1022979822420962,1843,1,19.0,0.7986632602987811,2.6091692447662354,1.5789663624051637,1768,1
17.0,0.6453683521249332,2.1681909561157227,1.1237859397465977,1954,1,17.0,0.8731812303885818,2.628741502761841,1.5692016877755195,2007,1
12.0,0.8199960797792301,2.06776762008667,1.0617862999009424,2396,1,15.0,1.060755352722481,2.7687671184539795,1.5617860847525218,2210,1
16.0,0.7291327869170345,2.032715320587158,1.0869654687448276,2172,1,17.0,0.9973967185942456,2.7186672687530518,1.5412225141070384,2253,1
19.0,0.749644948518835,2.0007948875427246,1.0897873368580595,2036,1,16.0,0.8427214832045138,2.766315221786499,1.6693219978386056,1978,1
11.0,0.8761047091684304,2.113882064819336,1.0826906820200042,2483,1,18.0,0.7290356536395848,2.5799388885498047,1.5946748484839142,1883,1
15.0,0.7494265300338157,2.086531639099121,1.0872950214924475,2230,1,18.0,0.8097262365045026,2.5974130630493164,1.554230147390323,2034,1
17.0,0.7338180500082672,2.1735336780548096,1.1440921368296817,2065,1,16.0,0.8208811058430001,2.8112359046936035,1.7045360014372668,2124,1
8.0,1.0807294246624224,2.194417715072632,1.0487463821451235,2954,1,16.0,0.700318535673432,2.7543227672576904,1.675333165178076,1944,1
16.0,0.8508116583980154,2.1294398307800293,1.149914080091749,2117,1,14.0,1.070614488911815,2.6832075119018555,1.5622356853847676,2389,1
16.0,0.7804409305099398,2.1704421043396,1.1701177447489497,2161,1,17.0,0.9219490211107768,2.620044469833374,1.6331241359703421,1899,1
14.0,0.8081207497161813,2.153071641921997,1.1402356752490987,2306,1,18.0,0.8070603405940346,2.5455498695373535,1.4155457745198357,1998,1
16.0,0.7742025049519725,2.1165285110473637,1.1632937641170376,2199,1,18.0,0.6484151741024107,2.6572134494781494,1.4604014035232449,1815,1
15.0,0.9236891453329008,2.1988930702209477,1.1033146095401207,2769,1,16.0,0.7356946800719015,2.660024642944336,1.5676707156440797,2050,1
14.0,0.8908996107056737,2.2977371215820312,1.1681103141390947,2353,1,17.0,0.644742782576941,2.7876830101013184,1.6935615545851834,1854,1
19.0,0.5973438851942774,2.107219219207764,1.255132539684907,1764,1,15.0,0.803503685106989,2.730931282043457,1.6825760371399372,2303,1
18.0,0.5558398525463417,2.189997673034668,1.205107457207394,1912,1,18.0,0.6423487938591279,2.5740044116973877,1.5463689399876543,2076,1
15.0,0.6861032737942878,2.112107515335083,1.165512623415763,2304,1,14.0,0.8705001939088106,2.6592342853546143,1.5515400648469542,2407,1
16.0,0.6059175132249948,2.0806050300598145,1.1793659662327023,2076,1,15.0,0.800690095173195,2.6762616634368896,1.636454239132113,2126,1
