vanilla_reward,vanilla_loss,vanilla_max_q_value,vanilla_avg_q_value,vanilla_steps,vanilla_clipped_reward,double_reward,double_loss,double_max_q_value,double_avg_q_value,double_steps,double_clipped_reward
-21.0,1.1384261390194297,0.0683171823620796,-0.5055642172897962,1422,-1,-20.0,0.8981336196884513,-0.1355796456336975,-0.837600812402828,946,-1
-19.0,1.1477094241417944,0.0675021409988403,-0.4826294286150177,1376,-1,-21.0,0.9048820631578565,-0.0072805006057024,-0.8226142587251805,955,-1
-20.0,1.018166621448472,0.1039501950144767,-0.5218727735887287,1193,-1,-17.0,1.2830619354499504,0.0047148242592811584,-0.8011573652336608,1354,-1
-18.0,1.1525955252582207,0.079544298350811,-0.500996347285853,1394,-1,-21.0,0.882073026150465,-0.07537511736154556,-0.857146972019336,957,-1
-17.0,1.2295037257717922,0.1504008471965789,-0.4372815807172722,1442,-1,-21.0,0.8054618889000267,-0.20132066309452057,-0.8591693555401541,991,-1
-17.0,1.5197773954132572,0.6010787487030029,-0.4469474284782076,1794,-1,-20.0,0.9232021116185933,0.017911607399582863,-0.8680124809471896,1128,-1
-19.0,1.2316497365245596,0.1503452956676483,-0.4742254569027141,1466,-1,-20.0,1.094672476989217,-0.035683274269104004,-0.799815382053373,1274,-1
-15.0,1.60776196164079,0.1817001104354858,-0.427600069656191,1796,-1,-21.0,1.1589007886359468,-0.07337873429059982,-0.7937405597392898,1292,-1
-18.0,1.0888915855903178,0.2323273122310638,-0.4775409778804612,1303,-1,-20.0,1.3409235164290294,-0.06717129796743393,-0.7644340517626937,1431,-1
-17.0,1.4353078027488664,0.2253371030092239,-0.4534583246788598,1611,-1,-19.0,1.065296340500936,-0.09259950369596481,-0.7756778152007788,1272,-1
-20.0,1.496816295897588,0.2467223703861236,-0.4586840234456917,1693,-1,-20.0,1.0228980163810775,-0.011600753292441368,-0.8071823450717847,1210,-1
-19.0,1.600160066736862,0.2111479640007019,-0.4678126215170387,1686,-1,-19.0,1.4753501894883811,-0.11725973337888718,-0.7428919197410666,1658,-1
-20.0,1.4438862169045024,0.3126922845840454,-0.4362696713376941,1598,-1,-20.0,1.3698306895093992,-0.01790035143494606,-0.7412730353982825,1459,-1
-20.0,1.4193718960741537,0.1810634434223175,-0.4314521223952164,1564,-1,-19.0,1.000576522317715,-0.17202523350715637,-0.8266057201701661,1039,-1
-21.0,1.457568472600542,0.1209774762392044,-0.4647612694725773,1640,-1,-21.0,1.2734098247019574,-0.1402873545885086,-0.7962693877163384,1348,-1
-19.0,1.432694546878338,0.4529019296169281,-0.4547174086693795,1580,-1,-19.0,1.559941136278212,0.0216079019010067,-0.7957424202040663,1574,-1
-17.0,1.125708928098902,0.4710812568664551,-0.4609008750179783,1336,-1,-20.0,1.4314105967059731,-0.15105794370174408,-0.7667042189316254,1471,-1
-18.0,1.5920747029595077,0.5137172341346741,-0.3967734459282734,1899,-1,-20.0,1.1649383422918618,-0.1510934829711914,-0.7596277453933412,1257,-1
-20.0,1.5071274721994996,0.4557164907455444,-0.4049557944881332,1868,-1,-21.0,0.7428621931467205,-0.07837323099374771,-0.7824454549424756,881,-1
-17.0,1.5802156518911945,0.5589795112609863,-0.3552607782273829,1900,-1,-15.0,1.7285787229193375,-0.14708051085472107,-0.7549241577155392,1905,-1
-21.0,1.2169130137190225,0.1637673676013946,-0.4128847065363702,1480,-1,-19.0,1.496032985742204,-0.04431084543466568,-0.7804127034329944,1573,-1
-18.0,1.4216810752404854,0.6875274181365967,-0.3242526713861671,1873,-1,-21.0,1.7726330807199702,-0.14138777554035187,-0.7987628655642751,1794,-1
-18.0,1.267483948264271,0.574419379234314,-0.3741590265331107,1737,-1,-19.0,1.463553620269522,-0.048947617411613464,-0.7446148610728346,1594,-1
-20.0,1.0980368158780038,0.9503522515296936,-0.3997729476626754,1534,-1,-19.0,1.3343698392855003,-0.11335038393735886,-0.7336063387842673,1399,-1
-17.0,1.1426996685331687,0.7694700360298157,-0.3663134573160232,1622,-1,-19.0,1.6247614842141047,-0.11235365271568298,-0.697402076426592,1829,-1
-17.0,1.1902939424617216,1.0062026977539062,-0.3558302136126643,1805,-1,-16.0,1.5128297589253634,-0.0526973120868206,-0.6714931728746184,1815,-1
-18.0,1.2547210319899025,0.5949634909629822,-0.3709117410042206,1897,-1,-19.0,1.68932438432239,-0.049819428473711014,-0.6610649314288618,1964,-1
-20.0,1.0921549831982702,0.5526191592216492,-0.36326471724803,1576,-1,-20.0,1.822643886320293,-0.016410227864980698,-0.6912801825097504,2067,-1
-14.0,1.4605484917992726,0.6739445924758911,-0.4020651337791052,2066,-1,-19.0,1.5402531012659892,-0.027833346277475357,-0.7081878854120373,1793,-1
-17.0,1.5123947352403777,0.8605983257293701,-0.4089795322734459,2097,-1,-20.0,1.3198623550124466,-0.04420527070760727,-0.7013630280771628,1618,-1
-20.0,1.1082739772973582,0.6199923753738403,-0.3980563193290823,1463,-1,-16.0,1.4473431576043367,0.03857477754354477,-0.660205376692242,1690,-1
-18.0,1.2259331627283243,1.020407795906067,-0.3654765498128725,1611,-1,-19.0,1.4434470939449966,-0.027882663533091545,-0.7166755397141791,1717,-1
-16.0,1.546286874334328,1.438755989074707,-0.3458700312992055,2114,-1,-19.0,1.1542592832120135,-0.02689153142273426,-0.719230593683628,1383,-1
-19.0,1.2911257586674765,0.8299052715301514,-0.3904664005266409,1847,-1,-17.0,1.573696840670891,0.11015628278255463,-0.6644829958830677,1824,-1
-18.0,1.3792941311839968,1.0385528802871704,-0.3631220609392391,1959,-1,-19.0,1.3836238024523482,-0.09734157472848892,-0.6767943585151964,1607,-1
-18.0,1.5380451085511595,1.3368840217590332,-0.3517525201760339,2053,-1,-19.0,1.3046884530922398,0.23566488921642303,-0.6832514369873325,1504,-1
-16.0,1.4013980955351144,1.0100862979888916,-0.370652411507498,1867,-1,-19.0,1.644129395019263,0.1398804783821106,-0.6649434741332955,1726,-1
-17.0,1.2775217747548595,1.210861086845398,-0.3607665253105195,1781,-1,-19.0,1.5000362610444427,0.08779758214950562,-0.6863717587002243,1622,-1
-17.0,1.2852679112693297,0.9392004609107972,-0.3573041521573299,1812,-1,-21.0,1.1198630630970001,-0.06349123269319534,-0.6715286759971146,1245,-1
-16.0,1.420605604769662,1.2541707754135132,-0.3279390778321731,1933,-1,-19.0,1.3389491793932393,0.3108699917793274,-0.6922323130706344,1543,-1
-13.0,1.6057968626264485,1.1363283395767212,-0.3290864725456972,2298,-1,-18.0,1.4257573265349492,0.13120301067829132,-0.6553594389721304,1643,-1
-20.0,1.1875849310308697,0.8541641235351562,-0.3791491611562875,1774,-1,-20.0,1.3802181167993695,0.015832845121622086,-0.6800392866976351,1611,-1
-19.0,1.3298827280523255,1.1165729761123655,-0.3447595060026614,1956,-1,-18.0,1.5917241794522852,0.15018126368522644,-0.6622683012944258,1894,-1
-20.0,1.1321301341522485,0.8102309107780457,-0.3618493211799089,1733,-1,-21.0,1.5707257988397032,-0.0992928221821785,-0.6256497524940426,1914,-1
-19.0,1.4689513022312894,0.923613667488098,-0.3585160082712001,2380,-1,-20.0,1.4784811866702512,-0.12540966272354126,-0.6623866797936707,1807,-1
-16.0,1.3515049428096972,0.875607967376709,-0.3420899990408287,2246,-1,-18.0,1.5088448553578928,0.54439777135849,-0.6404802256515904,1873,-1
-18.0,1.245038771594409,1.297282338142395,-0.3414286451299365,1976,-1,-19.0,1.2716603187145665,0.3753136098384857,-0.6702592480668739,1576,-1
-19.0,1.5477806241251528,0.8682891130447388,-0.3270291442006414,2284,-1,-20.0,1.2271687001921237,0.5143412947654724,-0.6847582799999349,1620,-1
-17.0,1.5721845120424405,1.4129215478897097,-0.2848359266132194,2349,-1,-20.0,1.2793803074164316,-0.06839628517627716,-0.6856200956576024,1680,-1
-17.0,1.3654867867007852,0.847858190536499,-0.2823799253528409,2079,-1,-19.0,1.2255625119432807,-0.06368587166070938,-0.6716736100358699,1754,-1
-16.0,1.4057615147903562,0.90327250957489,-0.2821711710160621,2042,-1,-20.0,0.9546975096454844,-0.15908031165599823,-0.6983627569511217,1557,-1
-15.0,1.5878939481917769,1.025430679321289,-0.2582717751092659,2444,-1,-19.0,1.0311815989552997,0.39003005623817444,-0.6790044256504165,1623,-1
-18.0,1.605924179777503,1.0112531185150146,-0.2357770285760596,2420,-1,-20.0,0.9435834920732304,-0.20455656945705414,-0.7271086992903167,1551,-1
-18.0,1.2996205557137728,1.0194679498672483,-0.1954268865998669,1956,-1,-20.0,1.2521141323959455,0.3566840589046478,-0.7137667578999068,1982,-1
-15.0,1.687038193747867,1.4846097230911257,-0.2257631075659492,2750,-1,-20.0,1.4902487355284393,-0.13527964055538177,-0.6987164819623201,2332,-1
-14.0,1.3930307414848355,0.8957817554473877,-0.1797550956012927,2291,-1,-17.0,1.2082320655463263,0.48250213265419006,-0.6841090713409314,2046,-1
-17.0,1.6492863449966535,1.0105280876159668,-0.1817784899867733,2650,-1,-19.0,1.0885000679991208,0.08700520545244217,-0.659060655283215,1863,-1
-18.0,1.5939961972180754,0.9898975491523744,-0.1740911483779617,2596,-1,-21.0,0.9769170343643054,-0.2486392855644226,-0.6743450020715136,1773,-1
-17.0,1.5811709490371868,1.5972850322723389,-0.1412764754936668,2533,-1,-20.0,0.9433896321570501,-0.15243512392044067,-0.6663725039371757,1765,-1
-18.0,1.3932551207835786,0.8337773084640503,-0.1668649808158919,2261,-1,-18.0,1.0602076794602908,0.19646646082401276,-0.6685449405045272,1968,-1
-16.0,1.7554246585350484,1.0698871612548828,-0.1637820662328515,2807,-1,-17.0,1.3008665140951052,0.40041521191596985,-0.6396981650753364,2257,-1
-19.0,1.450219571706839,1.0336815118789673,-0.1026834454816936,2284,-1,-14.0,1.4661132832989097,0.5333976745605469,-0.6308524763765079,2627,-1
-15.0,1.8865523552522063,1.21196448802948,-0.1138356513718844,3057,-1,-16.0,1.2810175162740052,0.5225643515586853,-0.5866887671481279,2239,-1
-13.0,1.6792597403982654,1.0664416551589966,-0.1294533458559358,2545,-1,-20.0,1.026088914310094,0.18502773344516754,-0.6177849852891518,1808,-1
-17.0,1.6632094722008333,1.1227893829345703,-0.0783522709461543,2642,-1,-21.0,1.159609874652233,-0.10744744539260864,-0.6286472974166464,2005,-1
-13.0,1.6957789247389885,1.2700855731964111,-0.0759131319166614,2709,-1,-21.0,0.9849432614282705,-0.11151821911334991,-0.6240442119655617,1752,-1
-16.0,1.7617916654562578,1.159515380859375,-0.0972185025118701,2804,-1,-19.0,1.0359556325129233,0.7455326318740845,-0.6018520156145764,1934,-1
-14.0,1.9748595159035176,1.167729139328003,-0.0713971685153893,3218,-1,-16.0,1.4394944103551097,0.4188089966773987,-0.5768841835839713,2602,-1
-14.0,1.7801625708234496,1.3341304063796997,-0.0300912559453768,3021,-1,-19.0,1.0039363919640891,0.699090301990509,-0.5511330263694453,1848,-1
-16.0,1.577306599938311,1.693125605583191,-0.0005190521072106,2564,-1,-20.0,1.0998100815922953,0.5475972294807434,-0.5378488886737091,2037,-1
-12.0,2.103680661763065,1.4187209606170654,-0.0047224746495465,3669,-1,-19.0,0.9810518286540173,0.7044352889060974,-0.5293004605511287,1892,-1
-21.0,1.5428516706451774,0.7649796009063721,-0.0567998353214167,2679,-1,-20.0,1.1220586646231823,0.23082035779953003,-0.5154345548893515,2132,-1
-9.0,2.036418122937903,1.5437581539154053,0.0140740800957844,3673,-1,-18.0,1.061600195011124,0.39283445477485657,-0.48903309162249003,1971,-1
-16.0,1.5686373457429,1.522464156150818,0.0103621980819312,2751,-1,-20.0,0.9787774332216941,0.6873669028282166,-0.5340013189219882,1826,-1
-16.0,1.5666397633613087,1.3737075328826904,0.0093065173699852,2773,-1,-21.0,1.212928767723497,-0.11011837422847748,-0.5654151033695369,2267,-1
-20.0,1.4953926377929747,1.0647107362747192,0.0148295479849458,2524,-1,-20.0,0.9306165746529587,0.18308308720588684,-0.5682776767636629,1801,-1
-13.0,1.7447785072145052,1.579908013343811,0.0541535567042948,2967,-1,-20.0,1.038217966852244,0.637258768081665,-0.5677314050251644,2086,-1
-12.0,1.7885981299332343,1.4633212089538574,0.0619537592183935,3130,-1,-18.0,1.1211704076849855,0.7352513074874878,-0.5413315712279575,2236,-1
-14.0,1.5789710002718491,1.481990933418274,0.0720209571179287,2675,-1,-19.0,0.980814516544342,-0.06789359450340271,-0.5497818940989009,1908,-1
-17.0,1.5486649526283145,1.378290057182312,0.0312618433405812,2586,-1,-17.0,0.9798151890863664,0.6313447952270508,-0.5515465611526174,2034,-1
-10.0,1.7676357382442802,1.5904885530471802,0.08899115668475,3054,-1,-9.0,1.4778872932656668,0.9838480949401855,-0.5164713507134747,2921,-1
-13.0,1.718627933121752,1.5842084884643557,0.0935708123799568,2562,-1,-18.0,1.1181266987114213,0.8487264513969421,-0.5182019200083271,2166,-1
-15.0,1.7350264166016132,1.4077599048614502,0.1219822174605508,2703,-1,-18.0,1.2784130562795326,0.9327883720397949,-0.5312968291938976,2496,-1
-8.0,2.3204525866312906,1.697239637374878,0.1534510151478471,3622,-1,-16.0,1.3248899634927511,0.9494010210037231,-0.5281811600063595,2406,-1
-10.0,1.8568706552614456,1.518049716949463,0.1598226203854733,2836,-1,-17.0,1.467796590703074,1.0873674154281616,-0.5343796498087608,2543,-1
-20.0,1.2550145495333709,1.2312034368515017,0.1358904829990044,1944,-1,-16.0,1.426221747417003,1.0341899394989014,-0.4774436693854424,2619,-1
-14.0,1.8517132707638664,1.5506656169891355,0.1753829821482316,2625,-1,-12.0,1.5271601617569104,1.0053426027297974,-0.4648369802713955,2722,-1
-10.0,2.4552861192496493,1.604838490486145,0.161841382706451,3606,-1,-17.0,1.4506179228192195,1.0915623903274536,-0.4802569382218103,2386,-1
-12.0,2.167362369131297,1.6677014827728271,0.1338711859603631,3266,-1,-9.0,1.913699004217051,0.799116313457489,-0.45526412216446993,3051,-1
-10.0,2.438513169530779,1.378009796142578,0.1498329087376637,3573,-1,-16.0,1.5504328802926466,0.9704242944717407,-0.46113610272158856,2259,-1
-19.0,1.899813712690957,1.527854323387146,0.1776991836090195,2847,-1,-3.0,2.372813730733469,1.0709234476089478,-0.3988339823113561,3172,-1
-8.0,2.6962872549775057,1.4388233423233032,0.1835884332676535,4010,-1,-7.0,2.239010340650566,1.1934467554092407,-0.40720793186663173,2930,-1
-16.0,1.91881104267668,1.404030442237854,0.1762736724362859,2786,-1,-8.0,2.381402307539247,1.0970704555511475,-0.41947353954936434,3310,-1
-13.0,1.7242964450269938,1.4974627494812012,0.2237012076855738,2732,-1,-9.0,2.5734181568259373,1.0675718784332275,-0.3984253657131938,3440,-1
-13.0,2.2042546325246803,1.5753719806671145,0.2105708015352176,3593,-1,-12.0,1.7282707476988435,1.354197382926941,-0.34115744636693895,2397,-1
